,corn,date,value
328,corn,1997-05-01,118.610809326172
329,corn,1997-04-01,124.712875366211
330,corn,1997-03-01,127.860580444336
331,corn,1997-02-01,121.746200561523
332,corn,1997-01-01,118.695167541504
333,corn,1996-12-01,116.835014343262
334,corn,1996-11-01,117.136840820313
335,corn,1996-10-01,128.608795166016
336,corn,1996-09-01,145.239181518555
337,corn,1996-08-01,186.820068359375
338,corn,1996-07-01,197.619995117188
339,corn,1996-06-01,196.639312744141
340,corn,1996-05-01,203.998931884766
341,corn,1996-04-01,189.03303527832
342,corn,1996-03-01,170.961151123047
343,corn,1996-02-01,164.71223449707
344,corn,1996-01-01,156.67073059082
345,corn,1995-12-01,148.188522338867
346,corn,1995-11-01,143.21223449707
347,corn,1995-10-01,140.816360473633
348,corn,1995-09-01,130.51301574707
349,corn,1995-08-01,126.297080993652
350,corn,1995-07-01,127.309562683105
351,corn,1995-06-01,120.007438659668
352,corn,1995-05-01,111.927581787109
353,corn,1995-04-01,109.640487670898
354,corn,1995-03-01,109.627067565918
355,corn,1995-02-01,106.977661132813
356,corn,1995-01-01,106.898773193359
357,corn,1994-12-01,102.555236816406
358,corn,1994-11-01,95.605712890625
359,corn,1994-10-01,96.1100006103516
360,corn,1994-09-01,97.6050567626953
361,corn,1994-08-01,96.1568756103516
362,corn,1994-07-01,98.7315521240234
363,corn,1994-06-01,112.083099365234
364,corn,1994-05-01,110.601257324219
365,corn,1994-04-01,113.416732788086
366,corn,1994-03-01,120.107292175293
367,corn,1994-02-01,123.64900970459
368,corn,1994-01-01,126.716453552246
369,corn,1993-12-01,121.229499816895
370,corn,1993-11-01,115.92845916748
371,corn,1993-10-01,105.767631530762
372,corn,1993-09-01,101.031677246094
373,corn,1993-08-01,100.312896728516
374,corn,1993-07-01,101.888687133789
375,corn,1993-06-01,92.7262115478516
376,corn,1993-05-01,99.2226715087891
377,corn,1993-04-01,100.487373352051
378,corn,1993-03-01,97.5351867675781
379,corn,1993-02-01,94.2540740966797
380,corn,1993-01-01,94.09521484375
381,corn,1992-12-01,94.0434188842773
382,corn,1992-11-01,95.1726608276367
383,corn,1992-10-01,94.5597686767578
384,corn,1992-09-01,98.2166748046875
385,corn,1992-08-01,97.5399322509766
386,corn,1992-07-01,102.394058227539
387,corn,1992-06-01,110.201927185059
388,corn,1992-05-01,109.177909851074
389,corn,1992-04-01,109.055137634277
390,corn,1992-03-01,116.684593200684
391,corn,1992-02-01,113.921257019043
392,corn,1992-01-01,109.586357116699
393,corn,1991-12-01,106.720680236816
394,corn,1991-11-01,106.797866821289
395,corn,1991-10-01,109.523323059082
396,corn,1991-09-01,108.853126525879
397,corn,1991-08-01,110.118812561035
398,corn,1991-07-01,105.72989654541
399,corn,1991-06-01,105.113136291504
400,corn,1991-05-01,105.735160827637
401,corn,1991-04-01,110.231010437012
402,corn,1991-03-01,109.049957275391
403,corn,1991-02-01,106.294166564941
404,corn,1991-01-01,105.506813049316
405,corn,1990-12-01,102.357360839844
406,corn,1990-11-01,99.9952697753906
407,corn,1990-10-01,99.9952697753906
408,corn,1990-09-01,102.357360839844
409,corn,1990-08-01,109.83731842041
410,corn,1990-07-01,114.955192565918
411,corn,1990-06-01,120.073066711426
412,corn,1990-05-01,121.254096984863
413,corn,1990-04-01,118.498336791992
414,corn,1990-03-01,109.83731842041
415,corn,1990-02-01,106.294166564941
416,corn,1990-01-01,105.900512695313
417,corn,1989-12-01,.
418,corn,1989-11-01,.
419,corn,1989-10-01,.
420,corn,1989-09-01,.
421,corn,1989-08-01,.
422,corn,1989-07-01,.
423,corn,1989-06-01,.
424,corn,1989-05-01,.
425,corn,1989-04-01,.
426,corn,1989-03-01,.
427,corn,1989-02-01,.
428,corn,1989-01-01,.
429,corn,1988-12-01,.
430,corn,1988-11-01,.
431,corn,1988-10-01,.
432,corn,1988-09-01,.
433,corn,1988-08-01,.
434,corn,1988-07-01,.
435,corn,1988-06-01,.
436,corn,1988-05-01,.
437,corn,1988-04-01,.
438,corn,1988-03-01,.
439,corn,1988-02-01,.
440,corn,1988-01-01,.
441,corn,1987-12-01,.
442,corn,1987-11-01,.
443,corn,1987-10-01,.
444,corn,1987-09-01,.
445,corn,1987-08-01,.
446,corn,1987-07-01,.
447,corn,1987-06-01,.
448,corn,1987-05-01,.
449,corn,1987-04-01,.
450,corn,1987-03-01,.
451,corn,1987-02-01,.
452,corn,1987-01-01,.
453,corn,1986-12-01,.
454,corn,1986-11-01,.
455,corn,1986-10-01,.
456,corn,1986-09-01,.
457,corn,1986-08-01,.
458,corn,1986-07-01,.
459,corn,1986-06-01,.
460,corn,1986-05-01,.
461,corn,1986-04-01,.
462,corn,1986-03-01,.
463,corn,1986-02-01,.
464,corn,1986-01-01,.
465,corn,1985-12-01,.
466,corn,1985-11-01,.
467,corn,1985-10-01,.
468,corn,1985-09-01,.
469,corn,1985-08-01,.
470,corn,1985-07-01,.
471,corn,1985-06-01,.
472,corn,1985-05-01,.
473,corn,1985-04-01,.
474,corn,1985-03-01,.
475,corn,1985-02-01,.
476,corn,1985-01-01,.
477,corn,1984-12-01,.
478,corn,1984-11-01,.
479,corn,1984-10-01,.
480,corn,1984-09-01,.
481,corn,1984-08-01,.
482,corn,1984-07-01,.
483,corn,1984-06-01,.
484,corn,1984-05-01,.
485,corn,1984-04-01,.
486,corn,1984-03-01,.
487,corn,1984-02-01,.
488,corn,1984-01-01,.
489,corn,1983-12-01,.
490,corn,1983-11-01,.
491,corn,1983-10-01,.
492,corn,1983-09-01,.
493,corn,1983-08-01,.
494,corn,1983-07-01,.
495,corn,1983-06-01,.
496,corn,1983-05-01,.
497,corn,1983-04-01,.
498,corn,1983-03-01,.
499,corn,1983-02-01,.
500,corn,1983-01-01,.
501,corn,1982-12-01,.
502,corn,1982-11-01,.
503,corn,1982-10-01,.
504,corn,1982-09-01,.
505,corn,1982-08-01,.
506,corn,1982-07-01,.
507,corn,1982-06-01,.
508,corn,1982-05-01,.
509,corn,1982-04-01,.
510,corn,1982-03-01,.
511,corn,1982-02-01,.
512,corn,1982-01-01,.
513,corn,1981-12-01,.
514,corn,1981-11-01,.
515,corn,1981-10-01,.
516,corn,1981-09-01,.
517,corn,1981-08-01,.
518,corn,1981-07-01,.
519,corn,1981-06-01,.
520,corn,1981-05-01,.
521,corn,1981-04-01,.
522,corn,1981-03-01,.
523,corn,1981-02-01,.
524,corn,1981-01-01,.
525,corn,1980-12-01,.
526,corn,1980-11-01,.
527,corn,1980-10-01,.
528,corn,1980-09-01,.
529,corn,1980-08-01,.
530,corn,1980-07-01,.
531,corn,1980-06-01,.
532,corn,1980-05-01,.
533,corn,1980-04-01,.
534,corn,1980-03-01,.
535,corn,1980-02-01,.
536,corn,1980-01-01,.
